name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Cameron Else,10,6,175.26,61.23,180.34,Switch,36,1.99,0.4,8.09,0.51,0,0,0,0
Dean Barry,4,2,177.8,77.11,182.88,Orthodox,31,9.31,0.4,4.66,0.51,0,0,1,0
Miguel Baeza,10,3,187.96,77.11,187.96,Orthodox,31,4.88,0.49,5.1,0.53,0.44,0.28,1,1.8
TJ Laramie,12,5,167.64,65.77,167.64,Orthodox,26,1.49,0.5,2.64,0.38,1.44,0.33,0.4,0
Brandon Jenkins,15,9,182.88,70.31,180.34,Switch,32,2.93,0.41,8.05,0.33,0,0,0.27,0
Kevin Croom,21,15,180.34,61.23,185.42,Orthodox,36,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5
Tecia Torres,13,6,154.94,52.16,152.4,Orthodox,34,4.74,0.48,3.59,0.61,0.66,0.14,0.61,0.1
Vinc Pichel,14,3,177.8,70.31,182.88,Orthodox,41,3.56,0.47,2.5,0.58,3,0.54,0.23,0.2
Aspen Ladd,9,3,167.64,61.23,167.64,Orthodox,29,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6
Mickey Gall,7,5,187.96,77.11,187.96,Switch,32,2.94,0.46,4.25,0.49,1.21,0.3,0.36,1.9
Kay Hansen,7,6,157.48,52.16,160.02,Orthodox,24,3.01,0.5,3.19,0.51,1.83,0.22,0.37,0.8
Askar Askarov,14,1,167.64,56.7,170.18,Orthodox,31,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4
Sara McMann,13,6,167.64,61.23,167.64,Orthodox,43,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5
Aliaskhab Khizriev,14,0,175.26,83.91,187.96,Southpaw,33,6.01,0.64,4.38,0.61,5.64,0.6,1,3.8
Luis Saldana,16,7,180.34,65.77,185.42,Orthodox,33,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2
Bruno Souza,10,3,177.8,65.77,177.8,Orthodox,28,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0
Kazula Vargas,12,5,172.72,70.31,180.34,Southpaw,38,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4
Mike Grundy,12,4,170.18,65.77,182.88,Orthodox,37,2.09,0.45,4.45,0.56,4.06,0.28,0.5,0.4
Timur Valiev,18,3,167.64,61.23,170.18,Orthodox,34,5.19,0.53,3.33,0.45,1.73,0.4,0.55,0.3
Marlon Moraes,23,10,167.64,61.23,170.18,Orthodox,35,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3
Sabina Mazo,9,4,170.18,56.7,177.8,Orthodox,27,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2
Kris Moutinho,9,6,170.18,61.23,172.72,Southpaw,31,4.86,0.32,15.48,0.28,0,0,0,0
Alex Oliveira,22,12,180.34,77.11,193.04,Orthodox,36,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6
Greg Hardy,7,5,195.58,120.2,203.2,Orthodox,35,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0
Devonte Smith,11,4,175.26,70.31,193.04,Orthodox,30,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3
Rongzhu,25,5,175.26,70.31,182.88,Orthodox,24,5.47,0.5,5.6,0.45,2.09,0.62,0.85,0.2
Alejandro Perez,23,9,167.64,61.23,170.18,Orthodox,34,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3
Ramiz Brahimaj,10,4,177.8,77.11,182.88,Orthodox,31,2.47,0.41,4.08,0.5,1.9,0.66,0.58,2.4
Micheal Gillmore,6,5,180.34,77.11,182.88,Orthodox,37,2.04,0.57,3.02,0.43,0,0,0.5,0
Chas Skelly,19,3,180.34,65.77,182.88,Orthodox,38,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
Mark Striegl,18,4,172.72,65.77,177.8,Southpaw,35,1.4,0.45,4.07,0.4,0,0,0.66,0
Jesse Strader,5,3,170.18,61.23,177.8,Orthodox,32,5.03,0.51,5.28,0.47,3.87,0.57,1,0
Roxanne Modafferi,25,21,170.18,56.7,175.26,Orthodox,41,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1
Fabio Cherant,7,4,185.42,92.99,187.96,Southpaw,29,1.35,0.4,4.89,0.38,0,0,0,0
Alexis Davis,21,11,167.64,61.23,172.72,Orthodox,39,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7
Danilo Marques,11,4,198.12,92.99,195.58,Orthodox,38,1.44,0.79,2.52,0.52,3.93,0.28,0,0.8
Francis Ngannou,17,3,193.04,113.4,210.82,Orthodox,37,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3
Rogerio Bontorin,16,4,165.1,56.7,170.18,Orthodox,31,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1
Dakota Bush,8,4,177.8,70.31,185.42,Orthodox,29,2.77,0.38,4.42,0.41,2.4,0.33,0,0
Sijara Eubanks,8,7,162.56,56.7,170.18,Orthodox,38,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3
Andre Ewell,17,9,172.72,65.77,190.5,Southpaw,36,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1
Matt Sayles,8,4,170.18,70.31,172.72,Orthodox,30,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7
Ryan Hall,9,2,177.8,65.77,177.8,Southpaw,39,2.38,0.5,1.33,0.65,0.22,0.09,0,2.2
Maki Pitolo,13,9,177.8,83.91,190.5,Orthodox,33,4.1,0.44,3.93,0.55,2.24,0.52,0.5,0.8
Mallory Martin,7,5,162.56,52.16,160.02,Orthodox,30,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3
Chris Gruetzemacher,15,5,172.72,70.31,172.72,Orthodox,37,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0
Sean Soriano,14,8,175.26,65.77,177.8,Orthodox,34,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0
Ben Rothwell,39,14,193.04,120.2,198.12,Orthodox,42,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4
Felicia Spencer,9,3,167.64,65.77,172.72,Orthodox,33,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
Leah Letson,5,3,170.18,65.77,180.34,Southpaw,31,3.06,0.41,3.84,0.52,0.51,0.5,0.76,0
Collin Anglin,8,3,175.26,65.77,180.34,Orthodox,31,4.59,0.48,5.54,0.51,2.28,0.66,1,0
Liana Jojua,8,5,162.56,56.7,157.48,Orthodox,29,2.42,0.3,5.32,0.54,1.71,0.66,0.5,1.3
Al Iaquinta,14,7,177.8,70.31,177.8,Orthodox,36,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2
Jordan Williams,9,6,185.42,83.91,190.5,Southpaw,33,5.83,0.5,5.46,0.35,1.11,0.5,0.85,0
Gian Villante,17,14,190.5,104.33,193.04,Orthodox,38,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0
John Allan,13,7,185.42,92.99,190.5,Orthodox,31,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8
Shamil Gamzatov,14,1,187.96,92.99,193.04,Orthodox,33,5.35,0.48,3.46,0.51,0,0,0.5,0
Hu Yaozong,3,3,190.5,83.91,182.88,Orthodox,28,3.35,0.48,5.09,0.35,0,0,0.33,0.4
Laureano Staropoli,9,5,185.42,83.91,180.34,Orthodox,31,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0
Khama Worthy,16,9,180.34,70.31,187.96,Orthodox,37,4.18,0.48,4.45,0.46,0,0,0.57,0.7
Livinha Souza,14,4,160.02,52.16,160.02,Orthodox,33,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4
Randa Markos,11,12,162.56,52.16,160.02,Orthodox,38,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
Zviad Lazishvili,13,1,167.64,61.23,175.26,Orthodox,32,4.2,0.39,6.13,0.51,0,0,0,0
Carlos Felipe,11,2,182.88,111.13,190.5,Orthodox,29,4.88,0.45,5.6,0.5,0,0,0.72,0
Andrew Sanchez,13,7,185.42,83.91,187.96,Orthodox,35,4.3,0.43,5.1,0.5,2.55,0.36,1,0
Bethe Correia,11,6,165.1,61.23,162.56,Orthodox,40,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0
Gaetano Pirrello,15,7,170.18,61.23,165.1,Orthodox,31,0.99,0.55,2.44,0.42,0,0,0.3,0
Johnny Eduardo,28,13,170.18,61.23,180.34,Orthodox,45,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4
Nick Diaz,26,10,185.42,77.11,193.04,Southpaw,40,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1
Martin Sano,4,3,180.34,77.11,190.5,Orthodox,32,4,0.33,12,0.4,0,0,0,0
Antonio Arroyo,9,5,190.5,83.91,185.42,Orthodox,34,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2
Mike Rodriguez,11,7,193.04,92.99,208.28,Southpaw,35,4.35,0.53,4.24,0.41,0,0,0.37,0
Sarah Alpar,9,6,162.56,61.23,160.02,Southpaw,32,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4
Impa Kasanganay,9,2,180.34,77.11,190.5,Orthodox,30,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2
Emily Whitmire,4,5,165.1,56.7,160.02,Orthodox,32,2.5,0.31,2.98,0.54,1.9,0.66,0.7,0.5
David Zawada,17,7,182.88,77.11,190.5,Orthodox,33,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7
Luigi Vendramini,9,3,172.72,70.31,185.42,Orthodox,28,2.82,0.4,3.82,0.57,1.11,0.15,1,0.6
Darren Stewart,12,8,182.88,92.99,187.96,Orthodox,33,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1
Domingo Pilarte,8,3,182.88,61.23,185.42,Southpaw,34,1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8
Bea Malecki,4,1,175.26,61.23,187.96,Orthodox,32,6.84,0.46,6.96,0.62,0,0,0.78,1.1
Sasha Palatnikov,6,4,185.42,77.11,182.88,Switch,35,6.69,0.53,5.44,0.52,0.72,1,0.7,0
Casey Kenney,16,4,170.18,61.23,172.72,Southpaw,33,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4
Drako Rodriguez,7,3,172.72,61.23,175.26,Orthodox,27,3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7
Anderson Dos Santos,21,9,165.1,61.23,177.8,Orthodox,38,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7
Jamey Simmons,7,4,167.64,61.23,177.8,Orthodox,31,0.79,0.21,1.92,0.74,0,0,0.5,0
Ryan Benoit,10,8,165.1,56.7,172.72,Orthodox,34,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4
Ian Heinisch,14,5,180.34,83.91,182.88,Orthodox,35,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7
Marion Reneau,9,8,167.64,61.23,172.72,Orthodox,46,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8
Jeremy Stephens,28,19,175.26,65.77,180.34,Orthodox,37,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4
Conor McGregor,22,6,175.26,70.31,187.96,Southpaw,35,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
Carlos Condit,32,14,187.96,77.11,190.5,Orthodox,39,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1
Omari Akhmedov,21,6,182.88,83.91,185.42,Orthodox,36,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2
Jerome Rivera,10,6,177.8,56.7,182.88,Southpaw,28,3.21,0.33,2.6,0.51,0,0,0.4,0
Michel Prazeres,26,4,167.64,77.11,170.18,Orthodox,42,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6
Justin Jaynes,16,8,170.18,65.77,172.72,Orthodox,34,3.34,0.44,5.33,0.62,0.75,0.4,0.2,1.1
Yancy Medeiros,15,8,177.8,70.31,190.5,Orthodox,36,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7
Dhiego Lima,17,9,187.96,77.11,190.5,Orthodox,35,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6
Roque Martinez,15,8,177.8,113.4,182.88,Orthodox,38,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4
Lara Procopio,7,2,162.56,56.7,170.18,Orthodox,28,5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3
Demian Maia,28,11,185.42,77.11,182.88,Southpaw,46,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1
Walt Harris,13,10,195.58,113.4,195.58,Southpaw,40,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1
Victor Rodriguez,7,4,165.1,56.7,170.18,Switch,31,1.59,0.37,6.11,0.5,0,0,0,0
Jacare Souza,26,10,185.42,83.91,182.88,Orthodox,44,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3
Kevin Aguilar,17,5,170.18,70.31,185.42,Orthodox,35,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0
Maurice Greene,9,7,200.66,117.03,203.2,Orthodox,37,3.28,0.45,3.61,0.45,0,0,0.27,0.4
Gregor Gillespie,14,1,170.18,70.31,180.34,Orthodox,37,3.74,0.52,2.3,0.57,6.86,0.48,1,0.8
Christian Aguilera,14,8,175.26,77.11,182.88,Switch,32,2.54,0.37,4.04,0.48,0,0,0.6,0
Kai Kamaka,8,4,170.18,65.77,175.26,Orthodox,29,4.96,0.57,5.29,0.55,1.93,0.58,0.52,0.3
KB Bhullar,8,2,193.04,83.91,198.12,Switch,32,4.31,0.49,5.39,0.45,0,0,0,0
Luke Sanders,13,5,167.64,61.23,170.18,Southpaw,38,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2
Stefan Sekulic,12,4,182.88,77.11,190.5,Southpaw,32,1.83,0.5,2.83,0.64,2,0.33,0.25,0.5
Justine Kish,7,4,165.1,56.7,162.56,Orthodox,35,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1
Luis Pena,9,3,190.5,70.31,190.5,Southpaw,30,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2
Juan Espino,11,2,190.5,115.67,203.2,Orthodox,43,2.38,0.7,1.95,0.4,8.93,0.78,0.5,2.4
Bartosz Fabinski,15,5,182.88,77.11,190.5,Orthodox,37,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0
Anthony Birchak,16,8,172.72,61.23,175.26,Orthodox,37,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5
Mike Perry,14,8,177.8,77.11,180.34,Orthodox,32,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2
Yorgan De Castro,6,3,182.88,113.4,187.96,Orthodox,37,2.46,0.43,3.85,0.53,0,0,0.77,0
Jarjis Danho,7,1,190.5,120.2,187.96,Orthodox,40,3.38,0.5,5.25,0.49,0.51,0.16,1,0
Hunter Azure,9,2,172.72,65.77,175.26,Orthodox,32,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3
Jordan Griffin,18,9,177.8,65.77,185.42,Southpaw,34,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9
Stipe Miocic,20,4,193.04,108.86,203.2,Orthodox,41,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0
Tyron Woodley,19,7,175.26,77.11,187.96,Orthodox,41,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4
Thomas Almeida,22,5,170.18,65.77,177.8,Southpaw,32,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0
Gustavo Lopez,12,6,165.1,61.23,170.18,Orthodox,34,2.48,0.4,3.87,0.57,1.74,0.41,0.31,0.7
Ray Rodriguez,16,8,170.18,61.23,177.8,Orthodox,36,0.9,0.27,3.89,0.4,1.42,0.5,0.44,0
Megan Anderson,11,5,182.88,65.77,182.88,Orthodox,34,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5
Joseph Benavidez,28,8,162.56,56.7,165.1,Southpaw,39,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
Jordan Espinosa,15,9,167.64,56.7,175.26,Orthodox,34,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2
Aalon Cruz,8,4,182.88,65.77,198.12,Switch,34,7.58,0.39,8.88,0.58,0,0,0,0
Jimmie Rivera,23,5,162.56,61.23,172.72,Orthodox,34,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1
Vince Cachero,7,4,167.64,65.77,172.72,Orthodox,34,3.29,0.45,6.51,0.43,0,0,0.18,0.5
Shana Dobson,4,5,167.64,56.7,175.26,Orthodox,34,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0
Alistair Overeem,47,19,193.04,120.2,203.2,Orthodox,43,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8
Martin Day,8,6,177.8,65.77,185.42,Orthodox,35,3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5
Antonio Carlos Junior,11,5,187.96,83.91,200.66,Orthodox,34,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8
Nik Lentz,30,12,172.72,65.77,172.72,Orthodox,39,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2
Vinicius Moreira,9,5,193.04,92.99,193.04,Orthodox,35,3.15,0.59,5.07,0.43,1.97,0.18,0,1.3
Tom Breese,12,3,190.5,83.91,185.42,Southpaw,32,3.34,0.5,2.81,0.6,0,0,0.7,1.1
Markus Perez,12,5,185.42,83.91,185.42,Orthodox,35,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1
Sarah Moras,6,8,170.18,61.23,170.18,Orthodox,35,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8
Vanessa Melo,11,8,165.1,61.23,165.1,Orthodox,36,3.48,0.3,6.13,0.59,0,0,0.71,0
Jacob Kilburn,8,4,175.26,65.77,182.88,Orthodox,28,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5
Anthony Pettis,24,10,177.8,70.31,182.88,Orthodox,37,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1
Carlton Minus,10,3,177.8,77.11,190.5,Orthodox,30,3.5,0.4,4.97,0.5,0,0,0.58,0
Junior Dos Santos,21,9,193.04,107.95,195.58,Orthodox,40,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1
Peter Barrett,11,5,177.8,65.77,185.42,Southpaw,37,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0
Matt Wiman,16,10,177.8,70.31,172.72,Orthodox,40,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5
Jose Quinonez,9,5,172.72,61.23,175.26,Southpaw,33,3.6,0.45,3,0.64,2.7,0.47,0.42,0.6
Spike Carlyle,9,3,172.72,65.77,180.34,Switch,30,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5
Rachael Ostovich,4,6,160.02,56.7,157.48,Orthodox,33,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8
Alan Jouban,17,7,182.88,77.11,185.42,Southpaw,42,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3
Paul Felder,17,6,180.34,70.31,177.8,Orthodox,39,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2
Geraldo de Freitas,12,6,170.18,61.23,182.88,Orthodox,32,3.67,0.52,2.62,0.5,3,0.45,0.59,0
Claudia Gadelha,18,5,162.56,52.16,160.02,Orthodox,35,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7
Bevon Lewis,7,3,190.5,83.91,200.66,Orthodox,32,3.73,0.43,2.67,0.54,0,0,0.66,0
Eduardo Garagorri,13,2,175.26,65.77,177.8,Orthodox,34,3.42,0.51,2.36,0.58,0.48,1,0.61,0
Anderson Silva,34,11,187.96,83.91,195.58,Southpaw,48,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8
Jack Marshman,23,10,182.88,83.91,185.42,Orthodox,34,2.74,0.25,4.19,0.56,0,0,0.2,0
Cole Williams,11,3,182.88,77.11,185.42,Orthodox,40,0.31,0.27,5.34,0.23,0,0,0.25,0
Justin Ledet,9,4,193.04,92.99,203.2,Orthodox,35,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2
Khabib Nurmagomedov,29,0,177.8,70.31,177.8,Orthodox,35,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8
Liliya Shakirova,8,2,162.56,56.7,165.1,Orthodox,32,2.7,0.3,2.58,0.74,0,0,0,0
Stefan Struve,33,13,210.82,120.2,213.36,Orthodox,36,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Alexander Yakovlev,24,10,190.5,70.31,187.96,Southpaw,39,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1
James Krause,28,9,187.96,77.11,185.42,Orthodox,37,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9
John Phillips,22,11,180.34,83.91,190.5,Southpaw,38,1.72,0.34,4.03,0.49,0,0,0.07,0
Gadzhimurad Antigulov,20,8,180.34,92.99,177.8,Orthodox,37,2.08,0.55,4.21,0.4,5.08,0.36,0,1.4
Ali AlQaisi,8,5,167.64,61.23,172.72,Orthodox,33,2.43,0.42,1.97,0.56,3.5,0.29,0.6,1
Germaine de Randamie,10,4,175.26,61.23,180.34,Orthodox,39,2.72,0.46,2.14,0.65,0,0,0.69,0.4
Dequan Townsend,21,12,190.5,92.99,200.66,Orthodox,37,1.23,0.34,3.92,0.38,0,0,0.46,0
Jessin Ayari,16,6,182.88,70.31,185.42,Orthodox,31,3.53,0.37,3.59,0.58,0,0,0.5,0.3
Diego Sanchez,31,13,177.8,77.11,182.88,Southpaw,42,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
Jeff Hughes,10,4,187.96,113.4,195.58,Orthodox,35,3.95,0.51,3.67,0.6,0.71,0.5,0.45,0
Khadis Ibragimov,8,4,190.5,92.99,198.12,Orthodox,28,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3
Mirsad Bektic,13,4,172.72,65.77,177.8,Orthodox,33,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
Mara Romero Borella,12,9,167.64,56.7,175.26,Orthodox,37,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2
Irwin Rivera,10,6,167.64,61.23,170.18,Southpaw,35,3.36,0.44,5.07,0.57,1,0.16,0.7,0
Brok Weaver,15,6,182.88,70.31,185.42,Southpaw,32,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4
Anthony Ivy,8,4,187.96,83.91,187.96,Orthodox,34,2.5,0.42,4.57,0.51,4.69,0.2,1,0
Zelim Imadaev,8,3,182.88,77.11,193.04,Orthodox,29,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0
Cole Smith,7,2,180.34,61.23,170.18,Orthodox,34,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7
Ricardo Lamas,20,8,172.72,65.77,180.34,Orthodox,41,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9
Austin Springer,12,4,172.72,65.77,180.34,Orthodox,36,3.54,0.57,3.15,0.41,3.37,0.4,1,0.8
Hannah Cifers,10,7,154.94,52.16,157.48,Orthodox,31,4.99,0.44,5.39,0.52,0.26,1,0.64,0.3
Daniel Cormier,22,3,180.34,106.59,182.88,Orthodox,45,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4
John Dodson,22,12,160.02,61.23,167.64,Orthodox,39,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0
Frankie Saenz,13,7,167.64,61.23,167.64,Orthodox,43,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1
Rogerio Nogueira,23,10,187.96,92.99,190.5,Southpaw,47,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8
Fabricio Werdum,24,9,193.04,104.78,195.58,Orthodox,46,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2
Peter Sobotta,17,7,182.88,77.11,190.5,Southpaw,37,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5
Raphael Pessoa,10,2,190.5,118.84,198.12,Orthodox,35,2.16,0.26,3.43,0.42,0,0,1,0
Nad Narimani,12,4,172.72,65.77,177.8,Orthodox,36,3.33,0.42,3,0.58,1.92,0.41,0.7,0
Joe Duffy,16,5,177.8,70.31,185.42,Orthodox,36,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7
Brett Johns,17,2,170.18,61.23,180.34,Orthodox,32,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1
Davi Ramos,10,4,167.64,70.31,177.8,Orthodox,37,2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6
Chris Fishgold,18,4,172.72,65.77,172.72,Orthodox,31,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3
Paige VanZant,8,5,162.56,52.16,165.1,Orthodox,30,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1
Danny Henry,12,4,182.88,65.77,185.42,Orthodox,35,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2
Roman Bogatov,10,1,172.72,70.31,185.42,Orthodox,33,3.33,0.42,4.4,0.44,1,0.09,0.5,0
Lyman Good,21,6,182.88,77.11,187.96,Orthodox,38,5.34,0.48,4.01,0.63,0.27,1,0.75,0
Brianna Fortino,9,3,152.4,52.16,157.48,Southpaw,30,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0
Max Rohskopf,5,1,185.42,70.31,180.34,Orthodox,29,1.7,0.31,5.8,0.42,3,0.33,0,1.5
Mark De La Rosa,11,5,167.64,61.23,165.1,Orthodox,29,3.13,0.35,5,0.48,0.54,0.13,0.4,0.2
Anthony Rocco Martin,17,6,182.88,77.11,185.42,Orthodox,34,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1
Charles Byrd,10,7,177.8,83.91,185.42,Orthodox,40,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5
Jussier Formiga,23,8,165.1,56.7,170.18,Orthodox,38,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6
Evan Dunham,18,9,177.8,70.31,177.8,Southpaw,42,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1
Ray Borg,13,5,162.56,61.23,160.02,Orthodox,30,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1
Aleksei Kunchenko,20,2,172.72,77.11,177.8,Orthodox,39,3.67,0.44,2.83,0.63,0.25,0.33,0.8,0
Yoel Romero,13,5,182.88,83.91,185.42,Southpaw,46,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0
Saparbeg Safarov,9,3,185.42,83.91,198.12,Orthodox,37,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0
Gabriel Silva,8,2,167.64,61.23,180.34,Orthodox,29,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5
Ismail Naurdiev,19,4,177.8,77.11,187.96,Orthodox,27,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2
Ben Sosoli,7,3,182.88,120.2,182.88,Southpaw,34,2.31,0.31,4.3,0.47,0,0,0,0
Magomed Mustafaev,14,4,172.72,70.31,180.34,Orthodox,35,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4
Emil Meek,9,5,180.34,77.11,187.96,Switch,35,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1
Callan Potter,18,9,182.88,77.11,182.88,Orthodox,39,3.18,0.5,4.72,0.58,3.29,0.66,1,0
Corey Anderson,14,5,190.5,92.99,200.66,Orthodox,34,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0
Juan Adams,5,3,195.58,120.2,203.2,Orthodox,32,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0
Darko Stosic,13,4,182.88,92.99,193.04,Orthodox,32,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0
